Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
19,0,9.032917093107235,2019-08-14 04:00:00+00:00,10.25,0.0,2019-08-20 04:00:00+00:00,10.12,0.0,-1.174279222103948,-0.012682926829268372,Long,Closed,19
20,0,8.918353266560509,2019-08-22 04:00:00+00:00,10.25,0.0,2019-08-28 04:00:00+00:00,10.19,0.0,-0.5351011959936471,-0.005853658536585547,Long,Closed,20
21,0,8.848882160297135,2019-10-24 04:00:00+00:00,10.27,0.0,2019-11-01 04:00:00+00:00,10.27,0.0,0.0,0.0,Long,Closed,21
22,0,8.755107879214988,2019-12-03 05:00:00+00:00,10.38,0.0,2019-12-17 05:00:00+00:00,10.89,0.0,4.46510501839964,0.04913294797687857,Long,Closed,22
23,0,8.497604706296901,2020-01-02 05:00:00+00:00,11.22,0.0,2020-01-16 05:00:00+00:00,11.67,0.0,3.8239221178335896,0.04010695187165758,Long,Closed,23
24,0,8.32636833941938,2020-01-24 05:00:00+00:00,11.91,0.0,2020-02-03 05:00:00+00:00,12.38,0.0,3.9133931195271145,0.039462636439966475,Long,Closed,24
25,0,8.122966118361855,2020-02-04 05:00:00+00:00,12.69,0.0,2020-02-12 05:00:00+00:00,12.5,0.0,-1.54336356248875,-0.014972419227738353,Long,Closed,25
26,0,7.810544344578707,2020-02-14 05:00:00+00:00,13.0,0.0,2020-02-21 05:00:00+00:00,12.85,0.0,-1.1715816516868074,-0.011538461538461551,Long,Closed,26
27,0,11.251737088322464,2020-03-25 04:00:00+00:00,8.92,0.0,2020-03-27 04:00:00+00:00,8.22,0.0,-7.8762159618257215,-0.07847533632286992,Long,Closed,27
28,0,9.58438122963841,2020-04-13 04:00:00+00:00,9.65,0.0,2020-04-24 04:00:00+00:00,10.26,0.0,5.846472550079426,0.06321243523316057,Long,Closed,28
29,0,9.410119752735895,2020-04-28 04:00:00+00:00,10.45,0.0,2020-05-01 04:00:00+00:00,10.29,0.0,-1.505619160437746,-0.015311004784689025,Long,Closed,29
30,0,8.90801584688614,2020-05-07 04:00:00+00:00,10.87,0.0,2020-06-01 04:00:00+00:00,13.31,0.0,21.735558666402184,0.22447102115915366,Long,Closed,30
31,0,8.802204225839237,2020-06-02 04:00:00+00:00,13.47,0.0,2020-06-11 04:00:00+00:00,13.54,0.0,0.6161542958087267,0.005196733481811265,Long,Closed,31
32,0,8.53127023749916,2020-07-01 04:00:00+00:00,13.97,0.0,2020-07-10 04:00:00+00:00,13.9,0.0,-0.597188916624944,-0.005010737294201885,Long,Closed,32
33,0,8.327574178457747,2020-07-17 04:00:00+00:00,14.24,0.0,2020-07-21 04:00:00+00:00,13.88,0.0,-2.997926704244776,-0.025280898876404386,Long,Closed,33
34,0,8.111349445403055,2020-07-30 04:00:00+00:00,14.25,0.0,2020-08-12 04:00:00+00:00,15.76,0.0,12.24813766255862,0.1059649122807018,Long,Closed,34
35,0,7.55525220210119,2020-08-25 04:00:00+00:00,16.92,0.0,2020-08-28 04:00:00+00:00,16.5,0.0,-3.1732059248825095,-0.024822695035461063,Long,Closed,35
36,0,7.372067494658169,2020-09-10 04:00:00+00:00,16.91,0.0,2020-09-21 04:00:00+00:00,16.95,0.0,0.29488269978631365,0.0023654642223535317,Long,Closed,36
37,0,7.214581064345032,2020-09-30 04:00:00+00:00,17.32,0.0,2020-10-13 04:00:00+00:00,17.93,0.0,4.4008944492504725,0.03521939953810626,Long,Closed,37
38,0,7.064851910633886,2020-10-14 04:00:00+00:00,18.31,0.0,2020-10-26 04:00:00+00:00,18.17,0.0,-0.9890792674887052,-0.007646095030037932,Long,Closed,38
39,0,7.135539700734727,2020-11-13 05:00:00+00:00,17.99,0.0,2020-12-09 05:00:00+00:00,18.92,0.0,6.636051921683304,0.051695386325736586,Long,Closed,39
40,0,7.2233499806260575,2021-01-13 05:00:00+00:00,18.69,0.0,2021-01-27 05:00:00+00:00,19.69,0.0,7.22334998062604,0.05350454788657022,Long,Closed,40
41,0,6.805156034379286,2021-02-05 05:00:00+00:00,20.9,0.0,2021-02-17 05:00:00+00:00,21.15,0.0,1.701289008594813,0.011961722488038218,Long,Closed,41
42,0,6.654140089094863,2021-02-19 05:00:00+00:00,21.63,0.0,2021-02-24 05:00:00+00:00,20.8,0.0,-5.522936273948716,-0.038372630605640175,Long,Closed,42
43,0,6.537841939214603,2021-03-11 05:00:00+00:00,21.17,0.0,2021-03-16 04:00:00+00:00,20.42,0.0,-4.9033814544109475,-0.035427491733585226,Long,Closed,43
44,0,6.675136619938111,2021-03-31 04:00:00+00:00,20.0,0.0,2021-04-20 04:00:00+00:00,21.78,0.0,11.881743183489846,0.08900000000000007,Long,Closed,44
45,0,6.299154054690298,2021-04-27 04:00:00+00:00,23.08,0.0,2021-05-04 04:00:00+00:00,22.6,0.0,-3.02359394625131,-0.020797227036394923,Long,Closed,45
46,0,6.068238773913076,2021-05-19 04:00:00+00:00,23.46,0.0,2021-06-14 04:00:00+00:00,25.89,0.0,14.745820220608778,0.10358056265984657,Long,Closed,46
47,0,5.897398718341199,2021-06-21 04:00:00+00:00,26.64,0.0,2021-07-02 04:00:00+00:00,26.95,0.0,1.8281936026857863,0.01163663663663673,Long,Closed,47
48,0,5.756425043799179,2021-07-06 04:00:00+00:00,27.61,0.0,2021-07-13 04:00:00+00:00,27.25,0.0,-2.0723130157676906,-0.013038754074610562,Long,Closed,48
49,0,5.671098425290225,2021-07-21 04:00:00+00:00,27.66,0.0,2021-08-04 04:00:00+00:00,27.62,0.0,-0.22684393701160843,-0.001446131597975412,Long,Closed,49
50,0,5.739675284225578,2021-08-23 04:00:00+00:00,27.29,0.0,2021-09-07 04:00:00+00:00,28.04,0.0,4.304756463169184,0.027482594356907298,Long,Closed,50
51,0,6.664202690256117,2021-09-27 04:00:00+00:00,24.15,0.0,2021-09-28 04:00:00+00:00,23.68,0.0,-3.1321752644203684,-0.01946169772256725,Long,Closed,51
52,0,6.499518933495256,2021-09-29 04:00:00+00:00,24.28,0.0,2021-10-05 04:00:00+00:00,23.13,0.0,-7.47444677351956,-0.04736408566721591,Long,Closed,52
53,0,6.4743269996445,2021-10-18 04:00:00+00:00,23.22,0.0,2021-11-10 05:00:00+00:00,26.66,0.0,22.27168487877711,0.14814814814814836,Long,Closed,53
54,0,6.498703230817862,2021-12-07 05:00:00+00:00,26.559999999999995,0.0,2021-12-10 05:00:00+00:00,25.78,0.0,-5.068988520037891,-0.029367469879517837,Long,Closed,54
55,0,6.706828234206745,2021-12-27 05:00:00+00:00,24.98,0.0,2022-01-03 05:00:00+00:00,24.38,0.0,-4.0240969405240605,-0.024019215372297918,Long,Closed,55
56,0,7.665844929674657,2022-02-02 05:00:00+00:00,21.33,0.0,2022-02-11 05:00:00+00:00,21.14,0.0,-1.4565105366381772,-0.008907641819034178,Long,Closed,56
57,0,13.687158936936001,2022-03-11 05:00:00+00:00,11.84,0.0,2022-03-14 04:00:00+00:00,11.13,0.0,-9.717882845224551,-0.05996621621621616,Long,Closed,57
58,0,12.812285867796273,2022-03-15 04:00:00+00:00,11.89,0.0,2022-03-24 04:00:00+00:00,12.78,0.0,11.40293442233866,0.07485281749369202,Long,Closed,58
59,0,11.943181137158012,2022-03-30 04:00:00+00:00,13.71,0.0,2022-04-06 04:00:00+00:00,13.66,0.0,-0.5971590568579188,-0.003646973012399819,Long,Closed,59
60,0,14.298322027482774,2022-05-17 04:00:00+00:00,11.41,0.0,2022-05-23 04:00:00+00:00,10.79,0.0,-8.864959657039321,-0.05433829973707276,Long,Closed,60
61,0,13.485917366830344,2022-05-27 04:00:00+00:00,11.44,0.0,2022-06-01 04:00:00+00:00,10.34,0.0,-14.83450910351337,-0.0961538461538461,Long,Closed,61
62,0,13.63092723098981,2022-06-24 04:00:00+00:00,10.23,0.0,2022-06-28 04:00:00+00:00,9.59,0.0,-8.72379342783347,-0.06256109481915928,Long,Closed,62
63,0,13.745593285509178,2022-07-19 04:00:00+00:00,9.51,0.0,2022-07-29 04:00:00+00:00,11.42,0.0,26.254083175322535,0.2008412197686646,Long,Closed,63
64,0,13.709578630612649,2022-08-01 04:00:00+00:00,11.45,0.0,2022-08-11 04:00:00+00:00,12.83,0.0,18.919218510245457,0.12052401746724893,Long,Closed,64
65,0,14.382166298508608,2022-09-08 04:00:00+00:00,12.23,0.0,2022-09-16 04:00:00+00:00,12.33,0.0,1.4382166298508707,0.008176614881439141,Long,Closed,65
66,0,14.827099536840397,2022-10-04 04:00:00+00:00,11.96,0.0,2022-10-07 04:00:00+00:00,10.95,0.0,-14.975370532208814,-0.08444816053511713,Long,Closed,66
67,0,13.125039606176422,2022-10-20 04:00:00+00:00,12.37,0.0,2022-10-28 04:00:00+00:00,14.96,0.0,33.99385257999694,0.20937752627324177,Long,Closed,67
68,0,13.721215409391982,2022-10-31 04:00:00+00:00,14.31,0.0,2022-11-02 04:00:00+00:00,14.08,0.0,-3.1558795441601717,-0.01607267645003502,Long,Closed,68
69,0,12.643633047397847,2022-11-10 05:00:00+00:00,15.28,0.0,2022-11-16 05:00:00+00:00,13.88,0.0,-17.70108626635698,-0.09162303664921463,Long,Closed,69
70,0,11.889812106902584,2022-12-02 05:00:00+00:00,14.759999999999998,0.0,2022-12-06 05:00:00+00:00,13.93,0.0,-9.86854404872912,-0.056233062330623175,Long,Closed,70
71,0,12.124823034345022,2022-12-30 05:00:00+00:00,13.66,0.0,2023-01-18 05:00:00+00:00,14.48,0.0,9.942354888162924,0.0600292825768668,Long,Closed,71
72,0,11.673366857534305,2023-02-02 05:00:00+00:00,15.04,0.0,2023-02-06 05:00:00+00:00,14.2,0.0,-9.805628160328808,-0.0558510638297872,Long,Closed,72
73,0,10.869626844392597,2023-02-07 05:00:00+00:00,15.250000000000002,0.0,2023-02-10 05:00:00+00:00,14.46,0.0,-8.587005207070149,-0.05180327868852457,Long,Closed,73
74,0,11.38947856303746,2023-03-30 04:00:00+00:00,13.8,0.0,2023-04-04 04:00:00+00:00,13.1,0.0,-7.972634994126224,-0.05072463768115943,Long,Closed,74
75,0,10.978820395569592,2023-04-26 04:00:00+00:00,13.589999999999998,0.0,2023-05-04 04:00:00+00:00,14.31,0.0,7.904750684810125,0.05298013245033126,Long,Closed,75
76,0,10.487778361855865,2023-05-05 04:00:00+00:00,14.98,0.0,2023-05-25 04:00:00+00:00,18.51,0.0,37.0218576173512,0.23564753004005337,Long,Closed,76
77,0,9.83428457335117,2023-05-26 04:00:00+00:00,19.74,0.0,2023-06-06 04:00:00+00:00,20.0,0.0,2.556913989071319,0.013171225937183461,Long,Closed,77
78,0,9.55712786525867,2023-06-08 04:00:00+00:00,20.58,0.0,2023-06-30 04:00:00+00:00,24.77,0.0,40.04436575543386,0.20359572400388748,Long,Closed,78
79,0,9.518699526435755,2023-07-03 04:00:00+00:00,24.87,0.0,2023-07-06 04:00:00+00:00,24.08,0.0,-7.519772625884286,-0.03176517893043845,Long,Closed,79
80,0,9.031138084971355,2023-07-10 04:00:00+00:00,25.38,0.0,2023-07-20 04:00:00+00:00,26.17,0.0,7.1345990871274125,0.031126871552403654,Long,Closed,80
81,0,8.908589660147017,2023-08-01 04:00:00+00:00,26.53,0.0,2023-08-02 04:00:00+00:00,34.29,0.0,69.13065576274082,0.29249905767056145,Long,Closed,81
82,0,8.854363462215687,2023-08-03 04:00:00+00:00,34.5,0.0,2023-08-10 04:00:00+00:00,33.87,0.0,-5.578248981195884,-0.018260869565217396,Long,Closed,82
83,0,8.405193118420552,2023-08-23 04:00:00+00:00,35.68,0.0,2023-09-06 04:00:00+00:00,38.44,0.0,23.1983330068407,0.07735426008968602,Long,Closed,83
84,0,8.685366222367902,2023-09-29 04:00:00+00:00,37.2,0.0,2023-10-18 04:00:00+00:00,38.75,0.0,13.462317644670179,0.04166666666666645,Long,Closed,84
85,0,8.365844919631026,2023-11-01 04:00:00+00:00,40.23,0.0,2023-11-21 05:00:00+00:00,42.63,0.0,20.078027807114495,0.05965697240865036,Long,Closed,85
86,0,7.900663910586413,2023-12-01 05:00:00+00:00,45.14,0.0,2023-12-19 05:00:00+00:00,49.22,0.0,32.23470875519257,0.09038546743464779,Long,Closed,86
87,0,7.9070898267397975,2024-01-09 05:00:00+00:00,49.18,0.0,2024-01-26 05:00:00+00:00,53.46,0.0,33.84234445844635,0.08702724684831235,Long,Closed,87
88,0,7.460519275282556,2024-01-30 05:00:00+00:00,56.66,0.0,2024-02-20 05:00:00+00:00,62.02,0.0,39.98838331551457,0.09459936463113323,Long,Closed,88
89,0,6.842670888095595,2024-02-29 05:00:00+00:00,67.62,0.0,2024-03-08 05:00:00+00:00,69.37,0.0,11.974674054167338,0.02587991718426511,Long,Closed,89
90,0,6.563551984336167,2024-03-12 04:00:00+00:00,72.32,0.0,2024-03-27 04:00:00+00:00,81.01,0.0,57.03726674388139,0.12016039823008871,Long,Closed,90
91,0,5.885039803553658,2024-04-25 04:00:00+00:00,90.35,0.0,2024-04-29 04:00:00+00:00,94.8,0.0,26.18842712581386,0.04925290536801344,Long,Open,91
