"
ma_window","
ma_window","
split_idx","Start
","End
","Period
","Start Value
","End Value
","Total Return [%]
","Benchmark Return [%]
","Max Gross Exposure [%]
","Total Fees Paid
","Max Drawdown [%]
","Max Drawdown Duration
","Total Trades
","Total Closed Trades
","Total Open Trades
","Open Trade PnL
","Win Rate [%]
","Best Trade [%]
","Worst Trade [%]
","Avg Winning Trade [%]
","Avg Losing Trade [%]
","Avg Winning Trade Duration
","Avg Losing Trade Duration
","Profit Factor
","Expectancy
","Sharpe Ratio
","Calmar Ratio
","Omega Ratio
","Sortino Ratio
"
"","",17,0,251,252 days,100.0,103.572170,3.572170,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,3.572170,3.572170,3.572170,NaN,130 days,NaT,inf,3.572170,0.325298,0.290948,1.065793,0.481056
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,89.260563,-10.739437,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-10.739437,-10.739437,NaN,-10.739437,NaT,14 days 00:00:00,0.0,-10.739437,-1.244174,-0.947909,0.466993,-1.397253
20,60,0,0,251,252 days,100.0,81.111221,-18.888779,12.233055,100.0,0.0,19.286118,65 days,2,2,0,0.000000,0.0,-8.810832,-11.051693,NaN,-9.931263,NaT,18 days 12:00:00,0.0,-9.444390,-2.200119,-1.356240,0.434559,-2.421090
"","",1,0,251,252 days,100.0,81.436707,-18.563293,-4.137931,100.0,0.0,19.286118,99 days,3,2,1,0.325486,0.0,-8.810832,-11.051693,NaN,-9.931263,NaT,18 days 12:00:00,0.0,-9.444390,-2.152114,-1.333966,0.449139,-2.372511
"","",2,0,251,252 days,100.0,64.478864,-35.521136,-37.732028,100.0,0.0,37.555427,133 days,3,3,0,0.000000,0.0,-8.810832,-20.505618,NaN,-13.456048,NaT,16 days 08:00:00,0.0,-11.840379,-2.989448,-1.252517,0.342566,-3.225189
"","",3,0,251,252 days,100.0,67.755324,-32.244676,-31.156419,100.0,0.0,39.001396,168 days,4,3,1,3.276461,0.0,-8.810832,-20.505618,NaN,-13.456048,NaT,16 days 08:00:00,0.0,-11.840379,-2.363333,-1.105008,0.495347,-2.695442
"","",4,0,251,252 days,100.0,85.889059,-14.110941,-6.756252,100.0,0.0,36.646103,163 days,3,2,1,15.180152,0.0,-11.051693,-20.505618,NaN,-15.778656,NaT,19 days 00:00:00,0.0,-14.645547,-0.603399,-0.539596,0.856750,-0.830746
"","",5,0,251,252 days,100.0,121.647858,21.647858,29.639547,100.0,0.0,25.896594,102 days,2,1,1,42.153476,0.0,-20.505618,-20.505618,NaN,-20.505618,NaT,12 days 00:00:00,0.0,-20.505618,1.024130,1.267383,1.306978,1.702612
"","",6,0,251,252 days,100.0,127.214204,27.214204,38.860759,100.0,0.0,25.896594,102 days,2,1,1,47.719822,0.0,-20.505618,-20.505618,NaN,-20.505618,NaT,12 days 00:00:00,0.0,-20.505618,1.174919,1.610765,1.300211,1.942682
"","",7,0,251,252 days,100.0,151.817728,51.817728,51.770207,100.0,0.0,14.701493,38 days,2,1,1,2.851037,100.0,48.966691,48.966691,48.966691,NaN,128 days,NaT,inf,48.966691,2.006902,5.650808,1.549110,3.727639
"","",8,0,251,252 days,100.0,153.956006,53.956006,49.448649,100.0,0.0,14.701493,58 days,2,1,1,4.989315,100.0,48.966691,48.966691,48.966691,NaN,128 days,NaT,inf,48.966691,1.939889,5.905649,1.448658,3.326911
"","",9,0,251,252 days,100.0,124.252392,24.252392,169.717624,100.0,0.0,7.756384,16 days,1,0,1,24.252392,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.850914,4.765045,1.640158,2.670389
"","",10,0,251,252 days,100.0,143.301435,43.301435,131.497585,100.0,0.0,7.756384,16 days,1,0,1,43.301435,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.524275,8.817202,1.756418,4.072404
"","",11,0,251,252 days,100.0,141.088517,41.088517,90.433905,100.0,0.0,9.023246,32 days,1,0,1,41.088517,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.180932,7.163310,1.525130,3.431712
"","",12,0,251,252 days,100.0,137.724282,37.724282,66.931638,100.0,0.0,9.023246,45 days,1,1,0,0.000000,100.0,37.724282,37.724282,37.724282,NaN,152 days,NaT,inf,37.724282,1.977073,6.536536,1.441098,3.053463
"","",13,0,251,252 days,100.0,108.549054,8.549054,54.274231,100.0,0.0,3.319725,8 days,1,0,1,8.549054,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.336759,3.800402,1.798527,2.928591
"","",14,0,251,252 days,100.0,113.508810,13.508810,61.024533,100.0,0.0,5.367336,20 days,1,0,1,13.508810,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.431654,3.753250,1.464054,2.525613
"","",15,0,251,252 days,100.0,123.537089,23.537089,56.037917,100.0,0.0,9.020941,22 days,1,0,1,23.537089,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.723245,3.970648,1.453954,3.072804
"","",16,0,251,252 days,100.0,102.893191,2.893191,19.323915,100.0,0.0,17.924692,22 days,1,0,1,2.893191,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.293296,0.235294,1.058164,0.418959
"","",17,0,251,252 days,100.0,107.200348,7.200348,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,7.200348,7.200348,7.200348,NaN,130 days,NaT,inf,7.200348,0.523670,0.591099,1.107751,0.794780
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,86.279515,-13.720485,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-13.720485,-13.720485,NaN,-13.720485,NaT,13 days 00:00:00,0.0,-13.720485,-1.743672,-1.202329,0.296471,-1.844271
21,61,0,0,251,252 days,100.0,83.263820,-16.736180,12.233055,100.0,0.0,17.766627,64 days,2,2,0,0.000000,0.0,-6.045289,-11.378770,NaN,-8.712030,NaT,18 days 00:00:00,0.0,-8.368090,-1.995737,-1.311521,0.462084,-2.210526
"","",1,0,251,252 days,100.0,83.081188,-16.918812,-4.137931,100.0,0.0,17.766627,98 days,3,2,1,-0.182633,0.0,-6.045289,-11.378770,NaN,-8.712030,NaT,18 days 00:00:00,0.0,-8.368090,-2.020275,-1.325230,0.459030,-2.237295
"","",2,0,251,252 days,100.0,65.780909,-34.219091,-37.732028,100.0,0.0,36.294461,132 days,3,3,0,0.000000,0.0,-6.045289,-20.997009,NaN,-12.807023,NaT,15 days 16:00:00,0.0,-11.406364,-2.897800,-1.253161,0.342801,-3.131523
"","",3,0,251,252 days,100.0,69.123532,-30.876468,-31.156419,100.0,0.0,37.769629,167 days,4,3,1,3.342623,0.0,-6.045289,-20.997009,NaN,-12.807023,NaT,15 days 16:00:00,0.0,-11.406364,-2.268639,-1.096781,0.501927,-2.595071
"","",4,0,251,252 days,100.0,85.044264,-14.955736,-6.756252,100.0,0.0,36.561054,163 days,3,2,1,15.030842,0.0,-11.378770,-20.997009,NaN,-16.187890,NaT,18 days 12:00:00,0.0,-14.993289,-0.653047,-0.572043,0.845119,-0.898199
"","",5,0,251,252 days,100.0,120.895897,20.895897,29.639547,100.0,0.0,25.896594,102 days,2,1,1,41.892906,0.0,-20.997009,-20.997009,NaN,-20.997009,NaT,11 days 00:00:00,0.0,-20.997009,0.996923,1.221526,1.298768,1.657074
"","",6,0,251,252 days,100.0,126.427835,26.427835,38.860759,100.0,0.0,25.896594,102 days,2,1,1,47.424844,0.0,-20.997009,-20.997009,NaN,-20.997009,NaT,11 days 00:00:00,0.0,-20.997009,1.149138,1.561838,1.293580,1.899768
"","",7,0,251,252 days,100.0,152.461969,52.461969,51.770207,100.0,0.0,14.701493,38 days,2,1,1,2.863136,100.0,49.598833,49.598833,49.598833,NaN,129 days,NaT,inf,49.598833,2.025629,5.727421,1.554244,3.762490
"","",8,0,251,252 days,100.0,154.609320,54.609320,49.448649,100.0,0.0,14.701493,58 days,2,1,1,5.010487,100.0,49.598833,49.598833,49.598833,NaN,129 days,NaT,inf,49.598833,1.957225,5.983829,1.452673,3.356681
"","",9,0,251,252 days,100.0,124.252392,24.252392,169.717624,100.0,0.0,7.756384,16 days,1,0,1,24.252392,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.850914,4.765045,1.640158,2.670389
"","",10,0,251,252 days,100.0,143.301435,43.301435,131.497585,100.0,0.0,7.756384,16 days,1,0,1,43.301435,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.524275,8.817202,1.756418,4.072404
"","",11,0,251,252 days,100.0,141.088517,41.088517,90.433905,100.0,0.0,9.023246,32 days,1,0,1,41.088517,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.180932,7.163310,1.525130,3.431712
"","",12,0,251,252 days,100.0,132.954545,32.954545,66.931638,100.0,0.0,9.826590,45 days,1,1,0,0.000000,100.0,32.954545,32.954545,32.954545,NaN,152 days,NaT,inf,32.954545,1.750816,5.196948,1.379454,2.657728
"","",13,0,251,252 days,100.0,107.219596,7.219596,54.274231,100.0,0.0,3.319725,8 days,1,0,1,7.219596,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.156157,3.200275,1.681927,2.500963
"","",14,0,251,252 days,100.0,112.118608,12.118608,61.024533,100.0,0.0,5.367336,20 days,1,0,1,12.118608,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.305532,3.357254,1.420762,2.289997
"","",15,0,251,252 days,100.0,122.024065,22.024065,56.037917,100.0,0.0,9.020941,22 days,1,0,1,22.024065,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.632096,3.704298,1.428769,2.902322
"","",16,0,251,252 days,100.0,101.633004,1.633004,19.323915,100.0,0.0,17.924692,22 days,1,0,1,1.633004,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.217364,0.132437,1.043021,0.309882
"","",17,0,251,252 days,100.0,105.887409,5.887409,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,5.887409,5.887409,5.887409,NaN,129 days,NaT,inf,5.887409,0.453484,0.481948,1.093155,0.687123
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,88.560965,-11.439035,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-11.439035,-11.439035,NaN,-11.439035,NaT,13 days 00:00:00,0.0,-11.439035,-1.420369,-1.007964,0.387391,-1.520355
22,62,0,0,251,252 days,100.0,88.471760,-11.528240,12.233055,100.0,0.0,16.169574,30 days,2,2,0,0.000000,0.0,-1.283113,-10.378293,NaN,-5.830703,NaT,18 days 12:00:00,0.0,-5.764120,-1.290593,-1.005375,0.619998,-1.495654
"","",1,0,251,252 days,100.0,88.277704,-11.722296,-4.137931,100.0,0.0,16.169574,60 days,3,2,1,-0.194056,0.0,-1.283113,-10.378293,NaN,-5.830703,NaT,18 days 12:00:00,0.0,-5.764120,-1.314740,-1.021820,0.615593,-1.523398
"","",2,0,251,252 days,100.0,69.895337,-30.104663,-37.732028,100.0,0.0,35.057237,94 days,3,3,0,0.000000,0.0,-1.283113,-20.997009,NaN,-10.886138,NaT,16 days 00:00:00,0.0,-10.034888,-2.441096,-1.154551,0.419948,-2.690110
"","",3,0,251,252 days,100.0,75.389979,-24.610021,-31.156419,100.0,0.0,35.057237,129 days,4,3,1,5.494642,0.0,-1.283113,-20.997009,NaN,-10.886138,NaT,16 days 00:00:00,0.0,-10.034888,-1.713493,-0.957859,0.596748,-2.001197
"","",4,0,251,252 days,100.0,88.279494,-11.720506,-6.756252,100.0,0.0,35.057237,163 days,3,2,1,17.475664,0.0,-10.378293,-20.997009,NaN,-15.687651,NaT,19 days 00:00:00,0.0,-14.598085,-0.472176,-0.471228,0.885024,-0.653606
"","",5,0,251,252 days,100.0,124.094042,24.094042,29.639547,100.0,0.0,24.139976,91 days,2,1,1,45.091051,0.0,-20.997009,-20.997009,NaN,-20.997009,NaT,11 days 00:00:00,0.0,-20.997009,1.115799,1.520580,1.344506,1.868866
"","",6,0,251,252 days,100.0,129.772320,29.772320,38.860759,100.0,0.0,24.139976,91 days,2,1,1,50.769329,0.0,-20.997009,-20.997009,NaN,-20.997009,NaT,11 days 00:00:00,0.0,-20.997009,1.262216,1.899727,1.330129,2.100635
"","",7,0,251,252 days,100.0,154.521201,54.521201,51.770207,100.0,0.0,14.701493,38 days,2,1,1,2.063003,100.0,52.458198,52.458198,52.458198,NaN,129 days,NaT,inf,52.458198,2.093339,5.973275,1.583217,3.926438
"","",8,0,251,252 days,100.0,156.697556,56.697556,49.448649,100.0,0.0,14.701493,73 days,2,1,1,4.239358,100.0,52.458198,52.458198,52.458198,NaN,129 days,NaT,inf,52.458198,2.018906,6.234715,1.473395,3.484989
"","",9,0,251,252 days,100.0,123.568773,23.568773,169.717624,100.0,0.0,7.756384,16 days,1,0,1,23.568773,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.806915,4.624505,1.624645,2.605679
"","",10,0,251,252 days,100.0,142.513011,42.513011,131.497585,100.0,0.0,7.756384,16 days,1,0,1,42.513011,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.487689,8.644411,1.745289,4.012489
"","",11,0,251,252 days,100.0,140.312268,40.312268,90.433905,100.0,0.0,9.023246,32 days,1,0,1,40.312268,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.148232,7.018090,1.517162,3.379640
"","",12,0,251,252 days,100.0,132.223048,32.223048,66.931638,100.0,0.0,9.826590,45 days,1,1,0,0.000000,100.0,32.223048,32.223048,32.223048,NaN,151 days,NaT,inf,32.223048,1.719621,5.074589,1.372621,2.609868
"","",13,0,251,252 days,100.0,108.773842,8.773842,54.274231,100.0,0.0,2.312201,4 days,1,0,1,8.773842,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.398649,5.602553,1.944087,3.130701
"","",14,0,251,252 days,100.0,113.743869,13.743869,61.024533,100.0,0.0,5.367336,20 days,1,0,1,13.743869,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.467909,3.820422,1.495646,2.596001
"","",15,0,251,252 days,100.0,123.792916,23.792916,56.037917,100.0,0.0,9.020941,22 days,1,0,1,23.792916,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.747601,4.015828,1.471634,3.120511
"","",16,0,251,252 days,100.0,103.106267,3.106267,19.323915,100.0,0.0,17.924692,22 days,1,0,1,3.106267,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.306286,0.252742,1.061613,0.437235
"","",17,0,251,252 days,100.0,107.422343,7.422343,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,7.422343,7.422343,7.422343,NaN,127 days,NaT,inf,7.422343,0.536345,0.609614,1.111924,0.813813
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,87.785608,-12.214392,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-12.214392,-12.214392,NaN,-12.214392,NaT,12 days 00:00:00,0.0,-12.214392,-1.534973,-1.074275,0.340921,-1.635682
23,63,0,0,251,252 days,100.0,86.924673,-13.075327,12.233055,100.0,0.0,16.169574,30 days,2,2,0,0.000000,0.0,-3.009353,-10.378293,NaN,-6.693823,NaT,18 days 00:00:00,0.0,-6.537663,-1.509410,-1.136035,0.561939,-1.724168
"","",1,0,251,252 days,100.0,86.924673,-13.075327,-4.137931,100.0,0.0,16.169574,60 days,3,2,1,0.000000,0.0,-3.009353,-10.378293,NaN,-6.693823,NaT,18 days 00:00:00,0.0,-6.537663,-1.509410,-1.136035,0.561939,-1.724168
"","",2,0,251,252 days,100.0,68.824052,-31.175948,-37.732028,100.0,0.0,34.914477,94 days,3,3,0,0.000000,0.0,-3.009353,-20.823341,NaN,-11.403662,NaT,15 days 08:00:00,0.0,-10.391983,-2.568538,-1.196989,0.391326,-2.812673
"","",3,0,251,252 days,100.0,76.447585,-23.552415,-31.156419,100.0,0.0,34.914477,129 days,4,3,1,7.623533,0.0,-3.009353,-20.823341,NaN,-11.403662,NaT,15 days 08:00:00,0.0,-10.391983,-1.654554,-0.923001,0.598005,-1.932734
"","",4,0,251,252 days,100.0,91.111161,-8.888839,-6.756252,100.0,0.0,34.914477,163 days,3,2,1,20.151688,0.0,-10.378293,-20.823341,NaN,-15.600817,NaT,18 days 12:00:00,0.0,-14.520263,-0.320095,-0.361276,0.919582,-0.446124
"","",5,0,251,252 days,100.0,128.074503,28.074503,29.639547,100.0,0.0,24.139976,87 days,2,1,1,48.897844,0.0,-20.823341,-20.823341,NaN,-20.823341,NaT,10 days 00:00:00,0.0,-20.823341,1.261440,1.785566,1.404266,2.134121
"","",6,0,251,252 days,100.0,133.934918,33.934918,38.860759,100.0,0.0,24.139976,87 days,2,1,1,54.758260,0.0,-20.823341,-20.823341,NaN,-20.823341,NaT,10 days 00:00:00,0.0,-20.823341,1.400637,2.182454,1.377149,2.351422
"","",7,0,251,252 days,100.0,160.597036,60.597036,51.770207,100.0,0.0,14.701493,38 days,2,1,1,-0.518359,100.0,61.115395,61.115395,61.115395,NaN,129 days,NaT,inf,61.115395,2.272741,6.707225,1.654103,4.333832
"","",8,0,251,252 days,100.0,162.858966,62.858966,49.448649,100.0,0.0,14.701493,58 days,2,1,1,1.743571,100.0,61.115395,61.115395,61.115395,NaN,129 days,NaT,inf,61.115395,2.183902,6.983684,1.524950,3.812628
"","",9,0,251,252 days,100.0,121.526762,21.526762,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.526762,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.680376,4.206783,1.577530,2.409141
"","",10,0,251,252 days,100.0,140.157941,40.157941,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.157941,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.383599,8.130828,1.711489,3.830513
"","",11,0,251,252 days,100.0,137.993565,37.993565,90.433905,100.0,0.0,9.023246,32 days,1,0,1,37.993565,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.053713,6.586454,1.492960,3.221486
"","",12,0,251,252 days,100.0,129.526177,29.526177,66.931638,100.0,0.0,10.181523,45 days,1,1,0,0.000000,100.0,29.526177,29.526177,29.526177,NaN,151 days,NaT,inf,29.526177,1.605369,4.464836,1.345327,2.429482
"","",13,0,251,252 days,100.0,108.407560,8.407560,54.274231,100.0,0.0,2.312201,4 days,1,0,1,8.407560,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.345346,5.364468,1.907363,3.008917
"","",14,0,251,252 days,100.0,113.360852,13.360852,61.024533,100.0,0.0,5.367336,20 days,1,0,1,13.360852,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.431592,3.711000,1.483228,2.530958
"","",15,0,251,252 days,100.0,123.376059,23.376059,56.037917,100.0,0.0,9.020941,22 days,1,0,1,23.376059,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.721602,3.942230,1.464565,3.073740
"","",16,0,251,252 days,100.0,102.759070,2.759070,19.323915,100.0,0.0,17.924692,22 days,1,0,1,2.759070,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.285446,0.224320,1.057413,0.407430
"","",17,0,251,252 days,100.0,107.060613,7.060613,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,7.060613,7.060613,7.060613,NaN,126 days,NaT,inf,7.060613,0.517012,0.579454,1.107879,0.784398
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,87.956438,-12.043562,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-12.043562,-12.043562,NaN,-12.043562,NaT,13 days 00:00:00,0.0,-12.043562,-1.510680,-1.059687,0.351159,-1.610273
24,64,0,0,251,252 days,100.0,91.241282,-8.758718,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,0.0,-1.858281,-7.031095,NaN,-4.444688,NaT,18 days 12:00:00,0.0,-4.379359,-0.900352,-0.768911,0.718398,-1.094056
"","",1,0,251,252 days,100.0,91.241282,-8.758718,-4.137931,100.0,0.0,16.169574,60 days,3,2,1,0.000000,0.0,-1.858281,-7.031095,NaN,-4.444688,NaT,18 days 12:00:00,0.0,-4.379359,-0.900352,-0.768911,0.718398,-1.094056
"","",2,0,251,252 days,100.0,73.299351,-26.700649,-37.732028,100.0,0.0,32.483659,94 days,3,3,0,0.000000,0.0,-1.858281,-19.664269,NaN,-9.517881,NaT,15 days 08:00:00,0.0,-8.900216,-2.063122,-1.115362,0.482773,-2.325499
"","",3,0,251,252 days,100.0,79.798437,-20.201563,-31.156419,100.0,0.0,32.483659,129 days,4,3,1,6.499086,0.0,-1.858281,-19.664269,NaN,-9.517881,NaT,15 days 08:00:00,0.0,-8.900216,-1.351719,-0.858320,0.656960,-1.607424
"","",4,0,251,252 days,100.0,93.989294,-6.010706,-6.756252,100.0,0.0,32.483659,163 days,3,2,1,19.302045,0.0,-7.031095,-19.664269,NaN,-13.347682,NaT,18 days 12:00:00,0.0,-12.656375,-0.161928,-0.264358,0.958289,-0.228004
"","",5,0,251,252 days,100.0,127.363500,27.363500,29.639547,100.0,0.0,24.139976,87 days,2,1,1,47.027768,0.0,-19.664269,-19.664269,NaN,-19.664269,NaT,9 days 00:00:00,0.0,-19.664269,1.240464,1.737959,1.404204,2.098432
"","",6,0,251,252 days,100.0,133.191381,33.191381,38.860759,100.0,0.0,24.139976,87 days,2,1,1,52.855650,0.0,-19.664269,-19.664269,NaN,-19.664269,NaT,9 days 00:00:00,0.0,-19.664269,1.381025,2.131659,1.376648,2.318200
"","",7,0,251,252 days,100.0,160.364005,60.364005,51.770207,100.0,0.0,14.701493,38 days,2,1,1,-0.517607,100.0,60.881612,60.881612,60.881612,NaN,129 days,NaT,inf,60.881612,2.266949,6.678842,1.652203,4.321241
"","",8,0,251,252 days,100.0,162.622653,62.622653,49.448649,100.0,0.0,14.701493,57 days,2,1,1,1.741041,100.0,60.881612,60.881612,60.881612,NaN,129 days,NaT,inf,60.881612,2.178464,6.954721,1.523483,3.801976
"","",9,0,251,252 days,100.0,121.526762,21.526762,169.717624,100.0,0.0,7.756384,16 days,1,0,1,21.526762,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.680376,4.206783,1.577530,2.409141
"","",10,0,251,252 days,100.0,140.157941,40.157941,131.497585,100.0,0.0,7.756384,16 days,1,0,1,40.157941,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.383599,8.130828,1.711489,3.830513
"","",11,0,251,252 days,100.0,137.993565,37.993565,90.433905,100.0,0.0,9.023246,32 days,1,0,1,37.993565,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,2.053713,6.586454,1.492960,3.221486
"","",12,0,251,252 days,100.0,129.862533,29.862533,66.931638,100.0,0.0,10.181523,45 days,1,1,0,0.000000,100.0,29.862533,29.862533,29.862533,NaN,152 days,NaT,inf,29.862533,1.620191,4.518603,1.348519,2.451938
"","",13,0,251,252 days,100.0,108.336952,8.336952,54.274231,100.0,0.0,2.312201,5 days,1,0,1,8.336952,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.334842,5.318614,1.900278,2.985425
"","",14,0,251,252 days,100.0,113.287017,13.287017,61.024533,100.0,0.0,5.367336,20 days,1,0,1,13.287017,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.424480,3.689926,1.480832,2.518412
"","",15,0,251,252 days,100.0,123.295701,23.295701,56.037917,100.0,0.0,9.020941,22 days,1,0,1,23.295701,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,1.716523,3.928056,1.463202,3.064719
"","",16,0,251,252 days,100.0,102.692141,2.692141,19.323915,100.0,0.0,17.924692,22 days,1,0,1,2.692141,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,0.281418,0.218846,1.056603,0.401681
"","",17,0,251,252 days,100.0,106.990881,6.990881,-1.804827,100.0,0.0,17.924692,48 days,1,1,0,0.000000,100.0,6.990881,6.990881,6.990881,NaN,125 days,NaT,inf,6.990881,0.513272,0.573645,1.107099,0.778724
"","",18,0,251,252 days,100.0,100.000000,0.000000,-2.346845,0.0,0.0,NaN,NaT,0,0,0,0.000000,NaN,NaN,NaN,NaN,NaN,NaT,NaT,NaN,NaN,inf,NaN,inf,inf
"","",19,0,251,252 days,100.0,84.972905,-15.027095,-6.721865,100.0,0.0,16.006669,23 days,1,1,0,0.000000,0.0,-15.027095,-15.027095,NaN,-15.027095,NaT,13 days 00:00:00,0.0,-15.027095,-1.992952,-1.312614,0.210658,-2.051544
25,65,0,0,251,252 days,100.0,93.326760,-6.673240,12.233055,100.0,0.0,16.169574,26 days,2,2,0,0.000000,50.000000,0.685216,-7.308378,0.685216,-7.308378,9 days,29 days,0.093120,-3.336620,-0.666759,-0.588709,0.783122,-0.817233
"","",1,0,251,252 days,100.0,93.326760,-6.673240,-4.137931,100.0,0.0,16.169574,60 days,2,2,0,0.000000,50.000000,0.685216,-7.308378,0.685216,-7.308378,9 days,29 days,0.093120,-3.336620,-0.666759,-0.588709,0.783122,-0.817233
"","",2,0,251,252 days,100.0,70.797702,-29.202298,-37.732028,100.0,0.0,33.403693,94 days,3,3,0,0.000000,33.333333,0.685216,-24.139976,0.685216,-15.724177,9 days,18 days,0.022926,-9.734099,-2.426458,-1.178285,0.405643,-2.623734
"","",3,0,251,252 days,100.0,76.650218,-23.349782,-31.156419,100.0,0.0,33.403693,129 days,4,3,1,5.852515,33.333333,0.685216,-24.139976,0.685216,-15.724177,9 days,18 days,0.022926,-9.734099,-1.688902,-0.956952,0.579129,-1.938655
"","",4,0,251,252 days,100.0,88.000543,-11.999457,-6.756252,100.0,0.0,33.403693,163 days,3,2,1,17.684657,0.000000,-7.308378,-24.139976,NaN,-15.724177,NaT,18 days,0.000000,-14.842057,-0.504739,-0.505984,0.873206,-0.695622
"","",5,0,251,252 days,100.0,119.604957,19.604957,29.639547,100.0,0.0,24.139976,102 days,2,1,1,43.744934,0.000000,-24.139976,-24.139976,NaN,-24.139976,NaT,7 days,0.000000,-24.139976,0.969697,1.226279,1.310903,1.614058
"","",6,0,251,252 days,100.0,125.077825,25.077825,38.860759,100.0,0.0,24.139976,102 days,2,1,1,49.217801,0.000000,-24.139976,-24.139976,NaN,-24.139976,NaT,7 days,0.000000,-24.139976,1.126105,1.585723,1.302763,1.863448
